Tick,Color,WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,path,weight,name,description,type,pictures,pic_width,pic_height,new_width,new_height,new_size,tick.thisRepN,tick.thisTrialN,tick.thisN,tick.thisIndex,stroop_trials.thisRepN,stroop_trials.thisTrialN,stroop_trials.thisN,stroop_trials.thisIndex,emotion_trials_pos.thisRepN,emotion_trials_pos.thisTrialN,emotion_trials_pos.thisN,emotion_trials_pos.thisIndex,emotion_evaluation_pos.thisRepN,emotion_evaluation_pos.thisTrialN,emotion_evaluation_pos.thisN,emotion_evaluation_pos.thisIndex,emotion_trials_neg.thisRepN,emotion_trials_neg.thisTrialN,emotion_trials_neg.thisN,emotion_trials_neg.thisIndex,emotion_evaluation_neg.thisRepN,emotion_evaluation_neg.thisTrialN,emotion_evaluation_neg.thisN,emotion_evaluation_neg.thisIndex,text_welcome_screen.started,text_welcome_screen.stopped,key_resp_welcome_screen.keys,key_resp_welcome_screen.rt,key_resp_welcome_screen.started,key_resp_welcome_screen.stopped,text_baseline_screen.started,text_baseline_screen.stopped,text_baseline_measurement.started,text_baseline_measurement.stopped,rating_baseline.response,rating_baseline.rt,text_stress_screen.started,text_stress_screen.stopped,sound_1.started,sound_1.stopped,rating_stress_part_one.response,rating_stress_part_one.rt,rating_stress_part_one.started,rating_stress_part_one.stopped,key_resp_stress_part_two.keys,key_resp_stress_part_two.rt,key_resp_stress_part_two.started,key_resp_stress_part_two.stopped,rating_stress_part_two.response,rating_stress_part_two.rt,rating_stress_part_two.started,rating_stress_part_two.stopped,text_cooldown_countdown.started,text_cooldown_countdown.stopped,text_cooldown_measurement.started,text_cooldown_measurement.stopped,rating_cooldown.response,rating_cooldown.rt,rating_cooldown.started,rating_cooldown.stopped,image_emotion_meas_pos.started,image_emotion_meas_pos.stopped,image_emotion_evaluation_pos.started,image_emotion_evaluation_pos.stopped,rating_emotion_evaluation_pos.response,rating_emotion_evaluation_pos.rt,rating_emotion_evaluation_pos.started,rating_emotion_evaluation_pos.stopped,image_emotion_meas_neg.started,image_emotion_meas_neg.stopped,image_emotion_evaluation_neg.started,image_emotion_evaluation_neg.stopped,rating_emotion_evaluation_neg.response,rating_emotion_evaluation_neg.rt,rating_emotion_evaluation_neg.started,rating_emotion_evaluation_neg.stopped,text_ending_screen.started,text_ending_screen.stopped,participant,session,startTime,date,expName,psychopyVersion,frameRate,
237,yellow,,,,,,,,,,,,,,,,,0,235,235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.7877358999976,661.2874338999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
238,yellow,,,,,,,,,,,,,,,,,0,236,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.7942628000164,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
239,yellow,,,,,,,,,,,,,,,,,0,237,237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.7940856000059,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
240,red,,,,,,,,,,,,,,,,,0,238,238,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.7911619000079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
241,red,,,,,,,,,,,,,,,,,0,239,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.7926061000035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
242,red,,,,,,,,,,,,,,,,,0,240,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.7920086999948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
243,red,,,,,,,,,,,,,,,,,0,241,241,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.7919487000036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
244,red,,,,,,,,,,,,,,,,,0,242,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.7914927999955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
245,red,,,,,,,,,,,,,,,,,0,243,243,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.7913195000147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
246,red,,,,,,,,,,,,,,,,,0,244,244,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.791002300015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
247,red,,,,,,,,,,,,,,,,,0,245,245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.7860064000124,671.2856745000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
248,red,,,,,,,,,,,,,,,,,0,246,246,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.7908096000028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
249,red,,,,,,,,,,,,,,,,,0,247,247,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.7876446000009,673.2873164000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
250,red,,,,,,,,,,,,,,,,,0,248,248,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.7940252000117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
251,red,,,,,,,,,,,,,,,,,0,249,249,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.7941131000116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
252,red,,,,,,,,,,,,,,,,,0,250,250,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.793816999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
253,red,,,,,,,,,,,,,,,,,0,251,251,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.7941023000167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
254,red,,,,,,,,,,,,,,,,,0,252,252,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.7938869000063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
255,red,,,,,,,,,,,,,,,,,0,253,253,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.7938623999944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
256,red,,,,,,,,,,,,,,,,,0,254,254,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.7938148000103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
257,red,,,,,,,,,,,,,,,,,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.794208700012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
258,red,,,,,,,,,,,,,,,,,0,256,256,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.7945476000023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
259,red,,,,,,,,,,,,,,,,,0,257,257,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.7913936999976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
260,red,,,,,,,,,,,,,,,,,0,258,258,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.7871393999958,684.2869880000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
261,red,,,,,,,,,,,,,,,,,0,259,259,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.7938393999939,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
262,red,,,,,,,,,,,,,,,,,0,260,260,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.7933145000134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
263,red,,,,,,,,,,,,,,,,,0,261,261,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.7938488000073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
264,red,,,,,,,,,,,,,,,,,0,262,262,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.7931094999949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
265,red,,,,,,,,,,,,,,,,,0,263,263,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.792737700016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
266,red,,,,,,,,,,,,,,,,,0,264,264,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.7927966999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
267,red,,,,,,,,,,,,,,,,,0,265,265,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.7879003999988,691.2875186000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
268,red,,,,,,,,,,,,,,,,,0,266,266,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.7944448000053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
269,red,,,,,,,,,,,,,,,,,0,267,267,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.7915419000201,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
270,red,,,,,,,,,,,,,,,,,0,268,268,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.7929952999984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
271,red,,,,,,,,,,,,,,,,,0,269,269,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.791721400019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
272,red,,,,,,,,,,,,,,,,,0,270,270,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.7879023000132,696.2879407000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
273,red,,,,,,,,,,,,,,,,,0,271,271,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.7947611999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
274,red,,,,,,,,,,,,,,,,,0,272,272,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.7945069000125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
275,red,,,,,,,,,,,,,,,,,0,273,273,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.7946807999979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
276,red,,,,,,,,,,,,,,,,,0,274,274,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.7946857000061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
277,red,,,,,,,,,,,,,,,,,0,275,275,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.7946147000184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
278,red,,,,,,,,,,,,,,,,,0,276,276,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.7944540000171,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
279,red,,,,,,,,,,,,,,,,,0,277,277,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.7946976000094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
280,red,,,,,,,,,,,,,,,,,0,278,278,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.7944722000102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
281,red,,,,,,,,,,,,,,,,,0,279,279,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.7946532999922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
282,red,,,,,,,,,,,,,,,,,0,280,280,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.7947308000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
283,red,,,,,,,,,,,,,,,,,0,281,281,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.7916799999948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
284,red,,,,,,,,,,,,,,,,,0,282,282,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.7929270000022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
285,red,,,,,,,,,,,,,,,,,0,283,283,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.7912757000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
286,red,,,,,,,,,,,,,,,,,0,284,284,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.7890228000178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
287,red,,,,,,,,,,,,,,,,,0,285,285,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7900568000041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
288,red,,,,,,,,,,,,,,,,,0,286,286,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7896557000058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
289,red,,,,,,,,,,,,,,,,,0,287,287,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.7894558999978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
290,red,,,,,,,,,,,,,,,,,0,288,288,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.7902809999941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
291,red,,,,,,,,,,,,,,,,,0,289,289,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.7900439999939,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
292,red,,,,,,,,,,,,,,,,,0,290,290,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.7894631999952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
293,red,,,,,,,,,,,,,,,,,0,291,291,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.7895017999981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
294,red,,,,,,,,,,,,,,,,,0,292,292,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.7843920000014,718.2842772000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
295,red,,,,,,,,,,,,,,,,,0,293,293,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.7873646999942,719.2872138000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
296,red,,,,,,,,,,,,,,,,,0,294,294,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.794200400007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
297,red,,,,,,,,,,,,,,,,,0,295,295,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.7940275000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
298,red,,,,,,,,,,,,,,,,,0,296,296,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.7940032000188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
299,red,,,,,,,,,,,,,,,,,0,297,297,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.7938155000156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
300,red,,,,,,,,,,,,,,,,,0,298,298,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.7938163999934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,brown,brown,orange,left,,,,,,,,,,,,,,,,0,0,0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007039000047370791,None,left,2.626813500013668,742.9008481999917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,brown,brown,magenta,left,,,,,,,,,,,,,,,,0,1,1,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.6663579000160098,745.5492040000099,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,black,brown,black,right,,,,,,,,,,,,,,,,0,2,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5839752999891061,747.2395782000094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,magenta,cyan,magenta,right,,,,,,,,,,,,,,,,0,3,3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2383947999915108,748.8451605000009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,magenta,black,magenta,right,,,,,,,,,,,,,,,,0,4,4,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.9830233000102453,750.1046085999988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,green,grey,green,right,,,,,,,,,,,,,,,,0,5,5,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.194852799992077,752.1097828000202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,green,orange,green,right,,,,,,,,,,,,,,,,0,6,6,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5475879999867175,753.321978299995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,orange,orange,yellow,left,,,,,,,,,,,,,,,,0,7,7,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.2375028999813367,754.8860552000115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,orange,orange,green,left,,,,,,,,,,,,,,,,0,8,8,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.6769673000089824,758.1386005000095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,blue,blue,brown,left,,,,,,,,,,,,,,,,0,9,9,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.928312600008212,760.837239000015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,purple,purple,black,left,,,,,,,,,,,,,,,,0,10,10,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.855311499995878,763.7872745000059,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,yellow,magenta,yellow,right,,,,,,,,,,,,,,,,0,11,11,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2759221000014804,765.6646413000126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,orange,orange,black,left,,,,,,,,,,,,,,,,0,12,12,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.4709857999987435,766.962571800017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,cyan,orange,cyan,right,,,,,,,,,,,,,,,,0,13,13,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.2860655000258703,768.4524952000065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,blue,orange,blue,right,,,,,,,,,,,,,,,,0,14,14,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1602897999982815,770.751270800014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,magenta,magenta,green,left,,,,,,,,,,,,,,,,0,15,15,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.2193889000045601,771.9341547999938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
